"TimeWindow","Topic","Discipline","Weight"
"2006_2012","4","Parasitology",4
"2006_2012","4","Pathology",2
"2006_2012","4","Pharmacology & Pharmacy",6
"2006_2012","4","Physical Geography",14
"2006_2012","4","Physiology",1
"2006_2012","4","Planning & Development",1
"2006_2012","4","Plant Sciences",58
"2006_2012","4","Polymer Science",1
"2006_2012","4","Public Administration",1
"2006_2012","4","Public, Environmental & Occupational Health",4
"2006_2012","4","Remote Sensing",3
"2006_2012","4","Reproductive Biology",1
"2006_2012","4","Research & Experimental Medicine",1
"2006_2012","4","Science & Technology - Other Topics",13
"2006_2012","4","Sociology",2
"2006_2012","4","Soil Science",4
"2006_2012","4","Toxicology",4
"2006_2012","4","Tropical Medicine",4
"2006_2012","4","Urban Studies",3
"2006_2012","4","Veterinary Sciences",1
"2006_2012","4","Virology",5
"2006_2012","4","Water Resources",4
"2006_2012","4","Zoology",20
"1990_1995","5","Agriculture",18
"1990_1995","5","Agronomy",10
"1990_1995","5","Allergy",2
"1990_1995","5","Anatomy & Morphology",3
"1990_1995","5","Anthropology",1
"1990_1995","5","Astronomy & Astrophysics",1
"1990_1995","5","Behavioral Sciences",3
"1990_1995","5","Biochemistry & Molecular Biology",25
"1990_1995","5","Biodiversity Conservation",10
"1990_1995","5","Biology",13
"1990_1995","5","Biophysics",3
"1990_1995","5","Biotechnology & Applied Microbiology",4
"1990_1995","5","Cell Biology",9
"1990_1995","5","Chemistry",4
"1990_1995","5","Ecology",137
"1990_1995","5","Energy & Fuels",1
"1990_1995","5","Engineering",5
"1990_1995","5","Entomology",18
"1990_1995","5","Evolutionary Biology",25
"1990_1995","5","Fisheries",9
"1990_1995","5","Food Science & Technology",1
"1990_1995","5","Forestry",25
"1990_1995","5","Genetics & Heredity",28
"1990_1995","5","Geography",6
"1990_1995","5","Geology",18
"1990_1995","5","Geosciences, Multidisciplinary",13
"1990_1995","5","Hematology",1
"1990_1995","5","Horticulture",4
"1990_1995","5","Imaging Science & Photographic Technology",1
"1990_1995","5","Immunology",9
"1990_1995","5","Infectious Diseases",7
"1990_1995","5","Life Sciences & Biomedicine - Other Topics",13
"1990_1995","5","Limnology",19
"1990_1995","5","Marine & Freshwater Biology",108
"1990_1995","5","Medicine, Research & Experimental",1
"1990_1995","5","Meteorology & Atmospheric Sciences",3
"1990_1995","5","Microbiology",21
"1990_1995","5","Multidisciplinary Sciences",13
"1990_1995","5","Mycology",9
"1990_1995","5","Neurosciences",5
"1990_1995","5","Oceanography",26
"1990_1995","5","Oncology",1
"1990_1995","5","Ornithology",5
"1990_1995","5","Paleontology",18
"1990_1995","5","Parasitology",10
"1990_1995","5","Pharmacology & Pharmacy",1
"1990_1995","5","Physical Geography",6
"1990_1995","5","Physiology",4
"1990_1995","5","Plant Sciences",77
"1990_1995","5","Public, Environmental & Occupational Health",5
"1990_1995","5","Radiology, Nuclear Medicine & Medical Imaging",1
"1990_1995","5","Remote Sensing",1
"1990_1995","5","Reproductive Biology",1
"1990_1995","5","Research & Experimental Medicine",1
"1990_1995","5","Science & Technology - Other Topics",13
"1990_1995","5","Soil Science",7
"1990_1995","5","Toxicology",3
"1990_1995","5","Tropical Medicine",1
"1990_1995","5","Veterinary Sciences",2
"1990_1995","5","Virology",1
"1990_1995","5","Water Resources",5
"1990_1995","5","Zoology",49
"1996_2000","5","Agriculture",9
"1996_2000","5","Agronomy",6
"1996_2000","5","Anthropology",2
"1996_2000","5","Behavioral Sciences",2
"1996_2000","5","Biochemical Research Methods",1
"1996_2000","5","Biochemistry & Molecular Biology",5
"1996_2000","5","Biodiversity Conservation",6
"1996_2000","5","Biology",4
"1996_2000","5","Biotechnology & Applied Microbiology",9
"1996_2000","5","Cell Biology",3
"1996_2000","5","Chemistry",1
"1996_2000","5","Dermatology",1
"1996_2000","5","Developmental Biology",1
"1996_2000","5","Ecology",64
"1996_2000","5","Entomology",2
"1996_2000","5","Evolutionary Biology",9
"1996_2000","5","Fisheries",3
"1996_2000","5","Forestry",12
"1996_2000","5","Genetics & Heredity",6
"1996_2000","5","Geography",3
"1996_2000","5","Geology",2
"1996_2000","5","Geosciences, Multidisciplinary",2
"1996_2000","5","Immunology",4
"1996_2000","5","Infectious Diseases",2
"1996_2000","5","Life Sciences & Biomedicine - Other Topics",4
"1996_2000","5","Limnology",3
"1996_2000","5","Marine & Freshwater Biology",36
"1996_2000","5","Medicine, Research & Experimental",1
"1996_2000","5","Microbiology",11
"1996_2000","5","Multidisciplinary Sciences",4
"1996_2000","5","Mycology",3
"1996_2000","5","Neurosciences",1
"1996_2000","5","Oceanography",10
"1996_2000","5","Oncology",1
"1996_2000","5","Paleontology",6
"1996_2000","5","Parasitology",5
"1996_2000","5","Pharmacology & Pharmacy",1
"1996_2000","5","Physical Geography",3
"1996_2000","5","Physiology",3
"1996_2000","5","Plant Sciences",23
"1996_2000","5","Research & Experimental Medicine",1
"1996_2000","5","Science & Technology - Other Topics",4
"1996_2000","5","Soil Science",7
"1996_2000","5","Surgery",1
"1996_2000","5","Toxicology",2
"1996_2000","5","Virology",1
"1996_2000","5","Zoology",15
"2001_2005","5","Agriculture",36
"2001_2005","5","Agronomy",14
"2001_2005","5","Astronomy & Astrophysics",1
"2001_2005","5","Behavioral Sciences",3
"2001_2005","5","Biochemical Research Methods",3
"2001_2005","5","Biochemistry & Molecular Biology",17
"2001_2005","5","Biodiversity Conservation",69
"2001_2005","5","Biology",22
"2001_2005","5","Biotechnology & Applied Microbiology",20
"2001_2005","5","Business",8
"2001_2005","5","Cell Biology",3
"2001_2005","5","Chemistry",6
"2001_2005","5","Computer Science",4
"2001_2005","5","Developmental Biology",1
"2001_2005","5","Ecology",337
"2001_2005","5","Economics",8
"2001_2005","5","Endocrinology & Metabolism",1
"2001_2005","5","Energy & Fuels",1
"2001_2005","5","Engineering",8
"2001_2005","5","Entomology",25
"2001_2005","5","Environmental Studies",19
"2001_2005","5","Evolutionary Biology",34
"2001_2005","5","Fisheries",15
"2001_2005","5","Food Science & Technology",2
"2001_2005","5","Forestry",38
"2001_2005","5","Genetics & Heredity",26
"2001_2005","5","Geochemistry & Geophysics",2
"2001_2005","5","Geography",46
"2001_2005","5","Geology",26
"2001_2005","5","Geosciences, Multidisciplinary",24
"2001_2005","5","History",1
"2001_2005","5","Immunology",4
"2001_2005","5","Infectious Diseases",5
"2001_2005","5","International Relations",1
"2001_2005","5","Life Sciences & Biomedicine - Other Topics",22
"2001_2005","5","Limnology",22
"2001_2005","5","Marine & Freshwater Biology",139
"2001_2005","5","Materials Science",1
"2001_2005","5","Mathematical & Computational Biology",3
"2001_2005","5","Mathematics",1
"2001_2005","5","Meteorology & Atmospheric Sciences",1
"2001_2005","5","Microbiology",32
"2001_2005","5","Multidisciplinary Sciences",13
"2001_2005","5","Mycology",11
"2001_2005","5","Nanoscience & Nanotechnology",1
"2001_2005","5","Neurosciences",7
"2001_2005","5","Oceanography",44
"2001_2005","5","Oncology",1
"2001_2005","5","Ornithology",6
"2001_2005","5","Paleontology",27
"2001_2005","5","Parasitology",12
"2001_2005","5","Pharmacology & Pharmacy",3
"2001_2005","5","Physical Geography",45
"2001_2005","5","Physiology",7
"2001_2005","5","Planning & Development",1
"2001_2005","5","Plant Sciences",98
"2001_2005","5","Public Administration",1
"2001_2005","5","Public, Environmental & Occupational Health",3
"2001_2005","5","Remote Sensing",1
"2001_2005","5","Science & Technology - Other Topics",14
"2001_2005","5","Sociology",1
"2001_2005","5","Soil Science",12
"2001_2005","5","Statistics & Probability",1
"2001_2005","5","Toxicology",8
"2001_2005","5","Tropical Medicine",2
"2001_2005","5","Urban Studies",3
"2001_2005","5","Veterinary Sciences",2
"2001_2005","5","Virology",2
"2001_2005","5","Water Resources",7
"2001_2005","5","Zoology",51
"2006_2012","5","Agriculture",234
"2006_2012","5","Agronomy",101
"2006_2012","5","Allergy",1
"2006_2012","5","Anatomy & Morphology",12
"2006_2012","5","Anthropology",13
"2006_2012","5","Archaeology",3
"2006_2012","5","Area Studies",1
"2006_2012","5","Automation & Control Systems",2
"2006_2012","5","Behavioral Sciences",31
"2006_2012","5","Biochemical Research Methods",12
"2006_2012","5","Biochemistry & Molecular Biology",126
"2006_2012","5","Biodiversity Conservation",575
"2006_2012","5","Biology",178
"2006_2012","5","Biophysics",7
"2006_2012","5","Biotechnology & Applied Microbiology",99
"2006_2012","5","Business",51
"2006_2012","5","Cell Biology",20
"2006_2012","5","Cell & Tissue Engineering",1
"2006_2012","5","Chemistry",59
"2006_2012","5","Communication",1
"2006_2012","5","Computer Science",41
"2006_2012","5","Construction & Building Technology",1
"2006_2012","5","Cultural Studies",1
"2006_2012","5","Dentistry, Oral Surgery & Medicine",1
"2006_2012","5","Developmental Biology",6
"2006_2012","5","Ecology",2093
"2006_2012","5","Economics",46
"2006_2012","5","Endocrinology & Metabolism",2
"2006_2012","5","Energy & Fuels",3
"2006_2012","5","Engineering",65
"2006_2012","5","Entomology",167
"2006_2012","5","Environmental Studies",168
"2006_2012","5","Ethics",3
"2006_2012","5","Evolutionary Biology",216
"2006_2012","5","Fisheries",136
"2006_2012","5","Food Science & Technology",25
"2006_2012","5","Forestry",354
"2006_2012","5","Gastroenterology & Hepatology",3
"2006_2012","5","General & Internal Medicine",2
"2006_2012","5","Genetics & Heredity",138
"2006_2012","5","Geography",255
"2006_2012","5","Geology",205
"2006_2012","5","Geosciences, Multidisciplinary",182
"2006_2012","5","Government & Law",8
"2006_2012","5","Health Care Sciences & Services",1
"2006_2012","5","Health Policy & Services",1
"2006_2012","5","Hematology",1
"2006_2012","5","History",7
"2006_2012","5","Horticulture",26
"2006_2012","5","Hospitality, Leisure, Sport & Tourism",2
"2006_2012","5","Imaging Science & Photographic Technology",6
"2006_2012","5","Immunology",25
"2006_2012","5","Infectious Diseases",23
"2006_2012","5","Information Science & Library Science",1
"2006_2012","5","Instruments & Instrumentation",1
"2006_2012","5","Integrative & Complementary Medicine",5
"2006_2012","5","International Relations",6
"2006_2012","5","Law",5
"2006_2012","5","Life Sciences & Biomedicine - Other Topics",178
"2006_2012","5","Limnology",106
"2006_2012","5","Management",8
"2006_2012","5","Marine & Freshwater Biology",758
"2006_2012","5","Materials Science",12
"2006_2012","5","Mathematical & Computational Biology",12
"2006_2012","5","Mathematics",10
"2006_2012","5","Medicine, General & Internal",2
"2006_2012","5","Medicine, Research & Experimental",5
"2006_2012","5","Meteorology & Atmospheric Sciences",17
"2006_2012","5","Microbiology",183
"2006_2012","5","Microscopy",1
"2006_2012","5","Multidisciplinary Sciences",128
"2006_2012","5","Mycology",41
"2006_2012","5","Nanoscience & Nanotechnology",2
"2006_2012","5","Neurosciences",12
"2006_2012","5","Nutrition & Dietetics",2
"2006_2012","5","Oceanography",239
"2006_2012","5","Oncology",2
"2006_2012","5","Operations Research & Management Science",8
"2006_2012","5","Optics",1
"2006_2012","5","Ornithology",48
"2006_2012","5","Paleontology",156
"2006_2012","5","Parasitology",55
"2006_2012","5","Pathology",2
"2006_2012","5","Pharmacology & Pharmacy",13
"2006_2012","5","Physical Geography",232
"2006_2012","5","Physics",4
"2006_2012","5","Physiology",17
"2006_2012","5","Planning & Development",17
"2006_2012","5","Plant Sciences",576
"2006_2012","5","Political Science",3
"2006_2012","5","Polymer Science",1
"2006_2012","5","Psychiatry",1
"2006_2012","5","Psychology",6
"2006_2012","5","Public Administration",23
"2006_2012","5","Public, Environmental & Occupational Health",12
"2006_2012","5","Remote Sensing",8
"2006_2012","5","Reproductive Biology",8
"2006_2012","5","Research & Experimental Medicine",5
"2006_2012","5","Respiratory System",1
"2006_2012","5","Robotics",3
"2006_2012","5","Science & Technology - Other Topics",130
"2006_2012","5","Social Sciences",7
"2006_2012","5","Sociology",22
"2006_2012","5","Soil Science",69
"2006_2012","5","Sport Sciences",2
"2006_2012","5","Statistics & Probability",5
"2006_2012","5","Toxicology",22
"2006_2012","5","Transportation",1
"2006_2012","5","Tropical Medicine",9
"2006_2012","5","Urban Studies",40
"2006_2012","5","Veterinary Sciences",32
"2006_2012","5","Virology",12
"2006_2012","5","Water Resources",46
"2006_2012","5","Zoology",336
"1990_1995","6","Agriculture",1
"1990_1995","6","Agronomy",1
"1990_1995","6","Behavioral Sciences",1
"1990_1995","6","Biochemical Research Methods",2
"1990_1995","6","Biochemistry & Molecular Biology",16
"1990_1995","6","Biodiversity Conservation",3
"1990_1995","6","Biology",3
"1990_1995","6","Biotechnology & Applied Microbiology",6
"1990_1995","6","Cell Biology",4
"1990_1995","6","Chemistry",2
"1990_1995","6","Computer Science",1
"1990_1995","6","Crystallography",1
"1990_1995","6","Ecology",5
"1990_1995","6","Engineering",2
"1990_1995","6","Entomology",2
"1990_1995","6","Evolutionary Biology",1
"1990_1995","6","Genetics & Heredity",4
"1990_1995","6","Horticulture",1
"1990_1995","6","Immunology",8
"1990_1995","6","Infectious Diseases",2
"1990_1995","6","Life Sciences & Biomedicine - Other Topics",3
"1990_1995","6","Marine & Freshwater Biology",2
"1990_1995","6","Mathematical & Computational Biology",1
"1990_1995","6","Microbiology",7
"1990_1995","6","Multidisciplinary Sciences",1
"1990_1995","6","Oncology",3
"1990_1995","6","Paleontology",3
"1990_1995","6","Pathology",1
"1990_1995","6","Physiology",1
"1990_1995","6","Plant Sciences",3
"1990_1995","6","Psychology",1
"1990_1995","6","Public, Environmental & Occupational Health",1
"1990_1995","6","Science & Technology - Other Topics",1
"1990_1995","6","Toxicology",3
"1990_1995","6","Virology",5
"1990_1995","6","Water Resources",1
"1990_1995","6","Zoology",5
"1996_2000","6","Agriculture",9
"1996_2000","6","Agronomy",5
"1996_2000","6","Anthropology",1
"1996_2000","6","Art",1
"1996_2000","6","Astronomy & Astrophysics",1
"1996_2000","6","Biochemical Research Methods",2
"1996_2000","6","Biochemistry & Molecular Biology",48
"1996_2000","6","Biodiversity Conservation",15
"1996_2000","6","Biology",5
"1996_2000","6","Biophysics",7
"1996_2000","6","Biotechnology & Applied Microbiology",29
"1996_2000","6","Cell Biology",11
"1996_2000","6","Chemistry",12
"1996_2000","6","Computer Science",4
"1996_2000","6","Dentistry, Oral Surgery & Medicine",1
"1996_2000","6","Developmental Biology",3
"1996_2000","6","Ecology",64
"1996_2000","6","Endocrinology & Metabolism",1
"1996_2000","6","Engineering",1
"1996_2000","6","Entomology",3
"1996_2000","6","Environmental Studies",2
"1996_2000","6","Evolutionary Biology",17
"1996_2000","6","Fisheries",7
"1996_2000","6","Food Science & Technology",1
"1996_2000","6","Forestry",10
"1996_2000","6","Gastroenterology & Hepatology",1
"1996_2000","6","Genetics & Heredity",18
"1996_2000","6","Geochemistry & Geophysics",1
"1996_2000","6","Geography",4
"1996_2000","6","Geology",5
"1996_2000","6","Geosciences, Multidisciplinary",4
"1996_2000","6","Hematology",2
"1996_2000","6","Horticulture",4
"1996_2000","6","Imaging Science & Photographic Technology",1
"1996_2000","6","Immunology",28
"1996_2000","6","Infectious Diseases",16
"1996_2000","6","Instruments & Instrumentation",1
"1996_2000","6","Life Sciences & Biomedicine - Other Topics",5
"1996_2000","6","Limnology",2
"1996_2000","6","Marine & Freshwater Biology",22
"1996_2000","6","Mathematical & Computational Biology",2
"1996_2000","6","Mathematics",1
"1996_2000","6","Medicine, Research & Experimental",3
"1996_2000","6","Microbiology",50
"1996_2000","6","Multidisciplinary Sciences",15
"1996_2000","6","Mycology",4
"1996_2000","6","Neurosciences",2
"1996_2000","6","Nuclear Science & Technology",1
"1996_2000","6","Obstetrics & Gynecology",1
"1996_2000","6","Oceanography",4
"1996_2000","6","Oncology",3
"1996_2000","6","Ophthalmology",1
"1996_2000","6","Ornithology",2
"1996_2000","6","Paleontology",2
"1996_2000","6","Parasitology",6
"1996_2000","6","Pathology",3
"1996_2000","6","Pharmacology & Pharmacy",3
"1996_2000","6","Physical Geography",4
"1996_2000","6","Physiology",2
"1996_2000","6","Plant Sciences",39
"1996_2000","6","Public, Environmental & Occupational Health",2
"1996_2000","6","Remote Sensing",1
"1996_2000","6","Reproductive Biology",1
"1996_2000","6","Research & Experimental Medicine",3
"1996_2000","6","Science & Technology - Other Topics",15
"1996_2000","6","Soil Science",1
"1996_2000","6","Statistics & Probability",1
"1996_2000","6","Toxicology",2
"1996_2000","6","Tropical Medicine",2
"1996_2000","6","Veterinary Sciences",1
"1996_2000","6","Virology",9
"1996_2000","6","Water Resources",2
"1996_2000","6","Zoology",17
"2001_2005","6","Agriculture",206
"2001_2005","6","Agronomy",140
"2001_2005","6","Allergy",2
"2001_2005","6","Anatomy & Morphology",15
"2001_2005","6","Anthropology",13
"2001_2005","6","Archaeology",6
"2001_2005","6","Asian Studies",1
"2001_2005","6","Astronomy & Astrophysics",5
