"TimeWindow","ResArea_Orig","group","Value"
"1990_1995","Marine & Freshwater Biology","S_n",13.3841209452046
"1990_1995","Materials Science","S_n",2.49999999999469
"1990_1995","Mathematical & Computational Biology","S_n",13.4511950374019
"1990_1995","Mathematics","S_n",9.48357025028582
"1990_1995","Mechanics","S_n",1
"1990_1995","Medical Subscience","S_n",13.3611880851708
"1990_1995","Medicine, General & Internal","S_n",4.99973268563571
"1990_1995","Medicine, Research & Experimental","S_n",13.2045411262953
"1990_1995","Meteorology & Atmospheric Sciences","S_n",15.3206399861998
"1990_1995","Microbiology","S_n",14.806741554624
"1990_1995","Microscopy","S_n",18.7056825644929
"1990_1995","Mining & Mineral Processing","S_n",1
"1990_1995","Multidisciplinary Sciences","S_n",14.0707134108162
"1990_1995","Mycology","S_n",12.9250678052653
"1990_1995","Neurosciences","S_n",16.4763714433891
"1990_1995","Nutrition & Dietetics","S_n",2.49999999999469
"1990_1995","Obstetrics & Gynecology","S_n",2.49999999999469
"1990_1995","Oceanography","S_n",13.4856132490302
"1990_1995","Oncology","S_n",12.245480668108
"1990_1995","Operations Research & Management Science","S_n",2.49999999999469
"1990_1995","Ornithology","S_n",12.4179556839383
"1990_1995","Paleontology","S_n",13.4520835408903
"1990_1995","Parasitology","S_n",14.6450275102242
"1990_1995","Pathology","S_n",15.957264957265
"1990_1995","Pediatrics","S_n",2.49999999999469
"1990_1995","Pharmacology & Pharmacy","S_n",16.7594346904692
"1990_1995","Physical Geography","S_n",13.3290342716184
"1990_1995","Physics","S_n",2.33333325386047
"1990_1995","Physiology","S_n",15.7716277893655
"1990_1995","Planning & Development","S_n",4.99973268563571
"1990_1995","Plant Sciences","S_n",14.5676740750116
"1990_1995","Polymer Science","S_n",1
"1990_1995","Psychiatry","S_n",2.49999999999469
"1990_1995","Psychology","S_n",12.0420960509446
"1990_1995","Public Administration","S_n",4.99973268563571
"1990_1995","Public, Environmental & Occupational Health","S_n",16.7975228552959
"1990_1995","Radiology, Nuclear Medicine & Medical Imaging","S_n",4.99973268563571
"1990_1995","Remote Sensing","S_n",15.6035992000452
"1990_1995","Reproductive Biology","S_n",16.3166634573455
"1990_1995","Research & Experimental Medicine","S_n",13.2045411262953
"1990_1995","Respiratory System","S_n",2.49999999999469
"1990_1995","Science & Technology - Other Topics","S_n",14.0707134108162
"1990_1995","Social Sciences","S_n",16.5078058789202
"1990_1995","Sociology","S_n",16.4747201223401
"1990_1995","Soil Science","S_n",15.7947545072741
"1990_1995","Sport Sciences","S_n",1
"1990_1995","Statistics & Probability","S_n",8.43346367287583
"1990_1995","Surgery","S_n",2.33333325386047
"1990_1995","Toxicology","S_n",15.1346306841202
"1990_1995","Transplantation","S_n",4.83193893750096
"1990_1995","Tropical Medicine","S_n",18.0144605116796
"1990_1995","Urban Studies","S_n",13.7278851416782
"1990_1995","Urology & Nephrology","S_n",2.49999999999469
"1990_1995","Veterinary Sciences","S_n",16.5910748805486
"1990_1995","Virology","S_n",13.5919707937525
"1990_1995","Water Resources","S_n",15.173629093381
"1990_1995","Zoology","S_n",13.9757336924731
"1996_2000","Agriculture","S_n",15.3792940849102
"1996_2000","Agronomy","S_n",14.6888712986975
"1996_2000","Allergy","S_n",5.60737013517022
"1996_2000","Anatomy & Morphology","S_n",14.8539263245145
"1996_2000","Anthropology","S_n",13.979729003362
"1996_2000","Archaeology","S_n",9.1623108282812
"1996_2000","Area Studies","S_n",2
"1996_2000","Art","S_n",2.49999999999469
"1996_2000","Astronomy & Astrophysics","S_n",15.6035992000452
"1996_2000","Automation & Control Systems","S_n",12.9655180034472
"1996_2000","Behavioral Sciences","S_n",11.4312722677879
"1996_2000","Biochemical Research Methods","S_n",14.4659100856095
"1996_2000","Biochemistry & Molecular Biology","S_n",13.9048014137307
"1996_2000","Biodiversity Conservation","S_n",12.9111759794924
"1996_2000","Biology","S_n",13.9202963461063
"1996_2000","Biomedical Social Sciences","S_n",2.49999999999469
"1996_2000","Biophysics","S_n",14.4628559313346
"1996_2000","Biotechnology & Applied Microbiology","S_n",14.7074076510135
"1996_2000","Business","S_n",12.4077630492484
"1996_2000","Cardiology","S_n",17.3562762529858
"1996_2000","Cell Biology","S_n",12.9556968081323
"1996_2000","Cell & Tissue Engineering","S_n",1
"1996_2000","Chemistry","S_n",14.6203973996964
"1996_2000","Clinical Neurology","S_n",6.42174784008623
"1996_2000","Communication","S_n",1
"1996_2000","Computer Science","S_n",13.3819599014883
"1996_2000","Crystallography","S_n",4.99973268563571
"1996_2000","Demography","S_n",2.33333325386047
"1996_2000","Dentistry, Oral Surgery & Medicine","S_n",10.8642438545065
"1996_2000","Dermatology","S_n",10.5766133944896
"1996_2000","Developmental Biology","S_n",12.7679346969753
"1996_2000","Ecology","S_n",13.7722166802222
"1996_2000","Economics","S_n",12.2102991041651
"1996_2000","Education","S_n",8.43346367287583
"1996_2000","Electrochemistry","S_n",2.49999999999469
"1996_2000","Endocrinology & Metabolism","S_n",15.099682231927
"1996_2000","Energy & Fuels","S_n",15.9447933584941
"1996_2000","Engineering","S_n",13.7894579707517
"1996_2000","Entomology","S_n",12.9231749438077
"1996_2000","Environmental Studies","S_n",13.4541031540878
"1996_2000","Ergonomics","S_n",1
"1996_2000","Ethics","S_n",9.76224793948817
"1996_2000","Evolutionary Biology","S_n",13.5269825373818
"1996_2000","Fisheries","S_n",13.7918652888821
"1996_2000","Food Science & Technology","S_n",13.6331920630481
"1996_2000","Forestry","S_n",14.0312384157113
"1996_2000","Gastroenterology & Hepatology","S_n",11.4303995102807
"1996_2000","General & Internal Medicine","S_n",14.288250810953
"1996_2000","Genetics & Heredity","S_n",13.583560898287
"1996_2000","Geochemistry & Geophysics","S_n",8.43346367287583
"1996_2000","Geography","S_n",14.059248696562
"1996_2000","Geology","S_n",13.4409040762083
"1996_2000","Geosciences, Multidisciplinary","S_n",13.556232980916
"1996_2000","Geriatrics & Gerontology","S_n",1
"1996_2000","Government & Law","S_n",8.43346367287583
"1996_2000","Health Care Sciences & Services","S_n",2.49999999999469
"1996_2000","Health Policy & Services","S_n",1
"1996_2000","Hematology","S_n",17.2177277455743
"1996_2000","History","S_n",8.00140924842684
"1996_2000","Horticulture","S_n",14.0543654183787
"1996_2000","Hospitality, Leisure, Sport & Tourism","S_n",2.33333325386047
"1996_2000","Imaging Science & Photographic Technology","S_n",14.2851060250463
"1996_2000","Immunology","S_n",13.1890583682913
"1996_2000","Infectious Diseases","S_n",13.4750832300874
"1996_2000","Information Science & Library Science","S_n",4.99973268563571
"1996_2000","Instruments & Instrumentation","S_n",15.6035992000452
"1996_2000","Integrative & Complementary Medicine","S_n",16.4504801957913
"1996_2000","International Relations","S_n",12.2413533611435
"1996_2000","Language & Linguistics","S_n",1
"1996_2000","Law","S_n",4.99973268563571
"1996_2000","Legal Medicine","S_n",4.99973268563571
"1996_2000","Life Sciences & Biomedicine - Other Topics","S_n",13.9202963461063
"1996_2000","Limnology","S_n",13.7198733215924
"1996_2000","Linguistics","S_n",1
"1996_2000","Management","S_n",4.4964323865687
"1996_2000","Marine & Freshwater Biology","S_n",13.7384466254718
"1996_2000","Materials Science","S_n",21.4419031047031
"1996_2000","Mathematical & Computational Biology","S_n",11.6806441673828
"1996_2000","Mathematical Methods In Social Sciences","S_n",1
"1996_2000","Mathematics","S_n",13.6987106182153
"1996_2000","Mechanics","S_n",4.99973268563571
"1996_2000","Medical Subscience","S_n",15.1468186219035
"1996_2000","Medicine, General & Internal","S_n",14.288250810953
"1996_2000","Medicine, Legal","S_n",4.99973268563571
"1996_2000","Medicine, Research & Experimental","S_n",12.5925961065849
"1996_2000","Metallurgy & Metallurgical Engineering","S_n",2.49999999999469
"1996_2000","Meteorology & Atmospheric Sciences","S_n",13.6667332402155
"1996_2000","Microbiology","S_n",14.5363754955044
"1996_2000","Microscopy","S_n",14.2444581403359
"1996_2000","Mineralogy","S_n",2.49999999999469
"1996_2000","Mining & Mineral Processing","S_n",10.5766133944896
"1996_2000","Multidisciplinary Sciences","S_n",13.839719800544
"1996_2000","Mycology","S_n",14.0882909332546
"1996_2000","Nanoscience & Nanotechnology","S_n",4.99973268563571
"1996_2000","Neurosciences","S_n",12.4991151643723
"1996_2000","Nuclear Science & Technology","S_n",8.43346367287583
"1996_2000","Nutrition & Dietetics","S_n",9.13841954599743
"1996_2000","Obstetrics & Gynecology","S_n",2.49999999999469
"1996_2000","Oceanography","S_n",13.1732364549908
"1996_2000","Oncology","S_n",13.3933251137576
"1996_2000","Operations Research & Management Science","S_n",6.42174784008623
"1996_2000","Ophthalmology","S_n",1
"1996_2000","Optics","S_n",4.99973268563571
"1996_2000","Ornithology","S_n",11.4500847297379
"1996_2000","Paleontology","S_n",13.4104502832295
"1996_2000","Parasitology","S_n",14.45973377716
"1996_2000","Pathology","S_n",12.5402967786339
"1996_2000","Pediatrics","S_n",4.99973268563571
"1996_2000","Peripheral Vascular Disease","S_n",8.43346367287583
"1996_2000","Pharmacology & Pharmacy","S_n",14.4175471821442
"1996_2000","Philosophy","S_n",2.49999999999469
"1996_2000","Physical Geography","S_n",13.9206898486169
"1996_2000","Physics","S_n",15.0210544681573
"1996_2000","Physiology","S_n",13.2489881105636
"1996_2000","Planning & Development","S_n",9.08792248533551
"1996_2000","Plant Sciences","S_n",14.6685567009004
"1996_2000","Political Science","S_n",1
"1996_2000","Polymer Science","S_n",1
"1996_2000","Psychiatry","S_n",1
"1996_2000","Psychology","S_n",11.1098946765483
"1996_2000","Public Administration","S_n",8.78797493787417
"1996_2000","Public, Environmental & Occupational Health","S_n",14.3515130922464
"1996_2000","Radiology, Nuclear Medicine & Medical Imaging","S_n",4.99973268563571
"1996_2000","Religion","S_n",1
"1996_2000","Remote Sensing","S_n",16.6529830322934
"1996_2000","Reproductive Biology","S_n",12.2338217338217
"1996_2000","Research & Experimental Medicine","S_n",12.5925961065849
"1996_2000","Respiratory System","S_n",4.4964323865687
"1996_2000","Robotics","S_n",2.49999999999469
"1996_2000","Science & Technology - Other Topics","S_n",13.8909496583627
"1996_2000","Social Sciences","S_n",11
"1996_2000","Sociology","S_n",8.55555555555556
"1996_2000","Soil Science","S_n",15.3772143668923
"1996_2000","Spectroscopy","S_n",8.43346367287583
"1996_2000","Statistics & Probability","S_n",13.6923076923077
"1996_2000","Substance Abuse","S_n",1
"1996_2000","Surgery","S_n",15.6035992000452
"1996_2000","Telecommunications","S_n",1
"1996_2000","Thermodynamics","S_n",4.99973268563571
"1996_2000","Toxicology","S_n",15.2669390965718
"1996_2000","Transplantation","S_n",2.49999999999469
"1996_2000","Transportation","S_n",1
"1996_2000","Tropical Medicine","S_n",15.2335242335835
"1996_2000","Urban Studies","S_n",14.3460998846915
"1996_2000","Urology & Nephrology","S_n",12.2413533611435
"1996_2000","Veterinary Sciences","S_n",16.1081729669933
"1996_2000","Virology","S_n",13.3599654984234
"1996_2000","Water Resources","S_n",14.2509963951909
"1996_2000","Zoology","S_n",12.4619107604878
"2001_2005","Agriculture","S_n",12.6791668379426
"2001_2005","Agronomy","S_n",12.4937204328109
"2001_2005","Allergy","S_n",7.29580333643858
"2001_2005","Anatomy & Morphology","S_n",11.4621566203568
"2001_2005","Anthropology","S_n",12.6922692964604
"2001_2005","Archaeology","S_n",14.4547385620915
"2001_2005","Architecture","S_n",1
"2001_2005","Area Studies","S_n",2.49999999999469
"2001_2005","Asian Studies","S_n",2.49999999999469
"2001_2005","Astronomy & Astrophysics","S_n",10.106403905052
"2001_2005","Automation & Control Systems","S_n",9.54796265488707
"2001_2005","Behavioral Sciences","S_n",12.762599117883
"2001_2005","Biochemical Research Methods","S_n",11.1695623712691
"2001_2005","Biochemistry & Molecular Biology","S_n",12.2744679067325
"2001_2005","Biodiversity Conservation","S_n",11.5153292782044
"2001_2005","Biology","S_n",12.3630649190074
"2001_2005","Biomedical Social Sciences","S_n",12.7253553754287
"2001_2005","Biophysics","S_n",9.60755140351195
"2001_2005","Biotechnology & Applied Microbiology","S_n",11.8265986948276
"2001_2005","Business","S_n",9.72744350132155
"2001_2005","Cardiology","S_n",14.2251797067813
"2001_2005","Cell Biology","S_n",11.4063205146488
"2001_2005","Cell & Tissue Engineering","S_n",6.42174784008623
"2001_2005","Chemistry","S_n",10.3415763984507
"2001_2005","Clinical Neurology","S_n",15.9466290357521
"2001_2005","Communication","S_n",1
"2001_2005","Computer Science","S_n",11.4284826008138
"2001_2005","Construction & Building Technology","S_n",8.43346367287583
"2001_2005","Crystallography","S_n",10.1088638727872
"2001_2005","Cultural Studies","S_n",1
"2001_2005","Demography","S_n",7.43504453507895
"2001_2005","Dentistry, Oral Surgery & Medicine","S_n",9.86064918571088
"2001_2005","Dermatology","S_n",7.88861049547899
"2001_2005","Developmental Biology","S_n",11.0237684142763
"2001_2005","Ecology","S_n",12.5662831362904
"2001_2005","Economics","S_n",9.62686689103211
"2001_2005","Education","S_n",13.3611880851708
"2001_2005","Electrochemistry","S_n",1
"2001_2005","Endocrinology & Metabolism","S_n",12.6594244019447
"2001_2005","Energy & Fuels","S_n",8.18552379238681
"2001_2005","Engineering","S_n",12.17655952488
"2001_2005","Entomology","S_n",12.1683995389551
"2001_2005","Environmental Studies","S_n",9.95817723833596
"2001_2005","Ethics","S_n",7.30788177339902
"2001_2005","Ethnic Studies","S_n",1
"2001_2005","Evolutionary Biology","S_n",13.1831623775392
"2001_2005","Family Studies","S_n",1
"2001_2005","Fisheries","S_n",12.4026638697132
"2001_2005","Folklore","S_n",1
"2001_2005","Food Science & Technology","S_n",13.0386169714649
"2001_2005","Forestry","S_n",12.1443618301036
"2001_2005","Gastroenterology & Hepatology","S_n",11.4981781905197
"2001_2005","General & Internal Medicine","S_n",6.87650802386698
"2001_2005","Genetics & Heredity","S_n",13.3165041981805
"2001_2005","Geochemistry & Geophysics","S_n",11.7529764351785
"2001_2005","Geography","S_n",12.2098117975794
"2001_2005","Geology","S_n",11.7523312970138
"2001_2005","Geosciences, Multidisciplinary","S_n",11.7628907720952
"2001_2005","Geriatrics & Gerontology","S_n",12.0420960509446
"2001_2005","Government & Law","S_n",7.23893522626442
"2001_2005","Health Care Sciences & Services","S_n",1
"2001_2005","Hematology","S_n",10.0645147708552
"2001_2005","History","S_n",8.57119854530979
"2001_2005","Horticulture","S_n",12.562933822219
"2001_2005","Hospitality, Leisure, Sport & Tourism","S_n",1
"2001_2005","Humanities, Multidisciplinary","S_n",1
"2001_2005","Imaging Science & Photographic Technology","S_n",11.0526090032677
"2001_2005","Immunology","S_n",11.1603092988087
"2001_2005","Infectious Diseases","S_n",10.7568929757128
"2001_2005","Information Science & Library Science","S_n",11.9485684926896
"2001_2005","Instruments & Instrumentation","S_n",10.7879749378742
"2001_2005","Integrative & Complementary Medicine","S_n",6.22798628182042
"2001_2005","International Relations","S_n",5.86386889095905
"2001_2005","Language & Linguistics","S_n",1
"2001_2005","Law","S_n",7.87240307674484
"2001_2005","Legal Medicine","S_n",6.83247021178056
"2001_2005","Life Sciences & Biomedicine - Other Topics","S_n",12.3630649190074
"2001_2005","Limnology","S_n",13.1457536731956
"2001_2005","Linguistics","S_n",2.49999999999469
"2001_2005","Literature","S_n",1
"2001_2005","Management","S_n",4.83193893750096
"2001_2005","Marine & Freshwater Biology","S_n",12.8561638258034
"2001_2005","Materials Science","S_n",11.8004192824204
"2001_2005","Mathematical & Computational Biology","S_n",10.8332029421789
"2001_2005","Mathematical Methods In Social Sciences","S_n",9.13841954599743
"2001_2005","Mathematics","S_n",10.8551750175462
"2001_2005","Mechanics","S_n",4.99973268563571
"2001_2005","Medical Subscience","S_n",6.115133448192
"2001_2005","Medicine, General & Internal","S_n",6.87650802386698
"2001_2005","Medicine, Legal","S_n",6.83247021178056
"2001_2005","Medicine, Research & Experimental","S_n",11.5622421958801
"2001_2005","Metallurgy & Metallurgical Engineering","S_n",1
"2001_2005","Meteorology & Atmospheric Sciences","S_n",11.0082812504531
"2001_2005","Microbiology","S_n",11.5773314482429
"2001_2005","Microscopy","S_n",13.3611880851708
"2001_2005","Mineralogy","S_n",2.49999999999469
"2001_2005","Mining & Mineral Processing","S_n",11.2561646009929
"2001_2005","Multidisciplinary Sciences","S_n",12.0020816501453
"2001_2005","Mycology","S_n",11.1826947294585
"2001_2005","Nanoscience & Nanotechnology","S_n",12.1073975211915
"2001_2005","Neurosciences","S_n",12.6459230471621
"2001_2005","Nuclear Science & Technology","S_n",4.99973268563571
"2001_2005","Nutrition & Dietetics","S_n",11.975102015904
"2001_2005","Obstetrics & Gynecology","S_n",4.83193893750096
"2001_2005","Oceanography","S_n",13.1695719742094
"2001_2005","Oncology","S_n",11.3094977788328
"2001_2005","Operations Research & Management Science","S_n",12.007569374742
"2001_2005","Ophthalmology","S_n",2.49999999999469
"2001_2005","Optics","S_n",12.2413533611435
"2001_2005","Ornithology","S_n",11.660498262167
"2001_2005","Paleontology","S_n",12.0111726310966
"2001_2005","Parasitology","S_n",11.4770893926256
"2001_2005","Pathology","S_n",11.0024135963606
"2001_2005","Pediatrics","S_n",9.67879543888698
"2001_2005","Peripheral Vascular Disease","S_n",7.43504453507895
"2001_2005","Pharmacology & Pharmacy","S_n",10.9780065212883
"2001_2005","Physical Geography","S_n",12.3671457750215
"2001_2005","Physics","S_n",14.588901519936
"2001_2005","Physiology","S_n",11.4569853578692
"2001_2005","Planning & Development","S_n",10.0328992960572
"2001_2005","Plant Sciences","S_n",12.7724348928384
"2001_2005","Political Science","S_n",1
"2001_2005","Polymer Science","S_n",2.33333325386047
"2001_2005","Psychiatry","S_n",6.33939771944349
"2001_2005","Psychology","S_n",13.0028184968537
"2001_2005","Public Administration","S_n",10.0745330388752
"2001_2005","Public, Environmental & Occupational Health","S_n",12.5459268400755
"2001_2005","Radiology, Nuclear Medicine & Medical Imaging","S_n",12.2413533611435
"2001_2005","Remote Sensing","S_n",11.5078092220827
"2001_2005","Reproductive Biology","S_n",9.61234076547673
"2001_2005","Research & Experimental Medicine","S_n",11.5622421958801
"2001_2005","Respiratory System","S_n",9.48357025028582
"2001_2005","Robotics","S_n",7.68779612891376
"2001_2005","Science & Technology - Other Topics","S_n",11.9837677153207
"2001_2005","Social Sciences","S_n",9.90531211564457
"2001_2005","Sociology","S_n",9.51495632357057
"2001_2005","Soil Science","S_n",12.0818986762648
"2001_2005","Spectroscopy","S_n",7.66343090161736
"2001_2005","Sport Sciences","S_n",15.6035992000452
"2001_2005","Statistics & Probability","S_n",10.3984649688081
"2001_2005","Substance Abuse","S_n",4.99973268563571
"2001_2005","Surgery","S_n",15.0210544681573
"2001_2005","Telecommunications","S_n",8.490338655001
"2001_2005","Thermodynamics","S_n",4.99973268563571
"2001_2005","Toxicology","S_n",11.7078183817976
"2001_2005","Transplantation","S_n",11.6714996516368
"2001_2005","Transportation","S_n",2.49999999999469
"2001_2005","Tropical Medicine","S_n",10.9405735895655
"2001_2005","Urban Studies","S_n",10.3809391281307
"2001_2005","Urology & Nephrology","S_n",2.49999999999469
"2001_2005","Veterinary Sciences","S_n",11.8330310880447
"2001_2005","Virology","S_n",10.3719585409767
"2001_2005","Water Resources","S_n",12.3945717291665
"2001_2005","Zoology","S_n",11.8875217523843
"2006_2012","Acoustics","S_n",1
"2006_2012","Agriculture","S_n",12.7917159064998
"2006_2012","Agronomy","S_n",13.0933655749
"2006_2012","Allergy","S_n",17.8970216018691
"2006_2012","Anatomy & Morphology","S_n",10.969040846412
"2006_2012","Anthropology","S_n",11.20685391763
"2006_2012","Archaeology","S_n",10.4600083276554
"2006_2012","Architecture","S_n",4.4964323865687
"2006_2012","Area Studies","S_n",2
"2006_2012","Astronomy & Astrophysics","S_n",4.81218195076734
"2006_2012","Automation & Control Systems","S_n",11.9282974178986
"2006_2012","Behavioral Sciences","S_n",11.9933870227637
"2006_2012","Biochemical Research Methods","S_n",11.243575157077
"2006_2012","Biochemistry & Molecular Biology","S_n",12.8519657571947
"2006_2012","Biodiversity Conservation","S_n",11.1606051652711
"2006_2012","Biology","S_n",11.7163701332441
"2006_2012","Biomedical Social Sciences","S_n",7.88861049547899
"2006_2012","Biophysics","S_n",11.2617723117808
"2006_2012","Biotechnology & Applied Microbiology","S_n",11.8321548034211
"2006_2012","Business","S_n",8.27439821560089
"2006_2012","Cardiology","S_n",3.41596946875048
"2006_2012","Cell Biology","S_n",11.1088604613825
"2006_2012","Cell & Tissue Engineering","S_n",4.99973268563571
"2006_2012","Chemistry","S_n",10.6404699637329
"2006_2012","Clinical Neurology","S_n",2.49999999999469
"2006_2012","Communication","S_n",4.4964323865687
"2006_2012","Computer Science","S_n",12.1184836455918
"2006_2012","Construction & Building Technology","S_n",6.42174784008623
"2006_2012","Crystallography","S_n",10.4759057239057
"2006_2012","Cultural Studies","S_n",2.49999999999469
"2006_2012","Demography","S_n",2
"2006_2012","Dentistry, Oral Surgery & Medicine","S_n",10.8642438545065
"2006_2012","Dermatology","S_n",3.79975941707214
"2006_2012","Developmental Biology","S_n",10.9456059966718
"2006_2012","Ecology","S_n",11.5957294682782
"2006_2012","Economics","S_n",7.65733768843188
"2006_2012","Education","S_n",6.33939771944349
"2006_2012","Electrochemistry","S_n",10.5749868554175
"2006_2012","Endocrinology & Metabolism","S_n",10.1417624521073
"2006_2012","Energy & Fuels","S_n",9.14346906720157
"2006_2012","Engineering","S_n",11.9091839187444
"2006_2012","Entomology","S_n",11.2537719166171
"2006_2012","Environmental Studies","S_n",8.36241442866676
"2006_2012","Ergonomics","S_n",1
"2006_2012","Ethics","S_n",4
"2006_2012","Ethnic Studies","S_n",1
"2006_2012","Evolutionary Biology","S_n",12.8604036960683
"2006_2012","Fisheries","S_n",12.2000475842686
"2006_2012","Folklore","S_n",1
"2006_2012","Food Science & Technology","S_n",11.8541986131402
"2006_2012","Forestry","S_n",10.9330493053462
"2006_2012","Gastroenterology & Hepatology","S_n",11.579247566602
"2006_2012","General & Internal Medicine","S_n",7.43504453507895
"2006_2012","Genetics & Heredity","S_n",13.4431697059049
"2006_2012","Geochemistry & Geophysics","S_n",12.0420960509446
"2006_2012","Geography","S_n",11.5890608675132
"2006_2012","Geology","S_n",11.5527944980554
"2006_2012","Geosciences, Multidisciplinary","S_n",11.4947357434836
"2006_2012","Geriatrics & Gerontology","S_n",1
"2006_2012","Government & Law","S_n",7.25496371063341
"2006_2012","Health Care Sciences & Services","S_n",13.3611880851708
"2006_2012","Health Policy & Services","S_n",10.5766133944896
"2006_2012","Hematology","S_n",11.1283604282482
"2006_2012","History","S_n",9.23136234149191
"2006_2012","Horticulture","S_n",13.1556402407102
"2006_2012","Hospitality, Leisure, Sport & Tourism","S_n",4.4964323865687
"2006_2012","Humanities, Multidisciplinary","S_n",3.79975941707214
"2006_2012","Imaging Science & Photographic Technology","S_n",12.2494491470526
"2006_2012","Immunology","S_n",10.868153084944
"2006_2012","Infectious Diseases","S_n",10.6022721639795
"2006_2012","Information Science & Library Science","S_n",15.6079482181254
"2006_2012","Instruments & Instrumentation","S_n",9.86064918571088
"2006_2012","Integrative & Complementary Medicine","S_n",8.18255195697452
"2006_2012","International Relations","S_n",7.12147887323944
"2006_2012","Law","S_n",7.77207977207977
"2006_2012","Legal Medicine","S_n",6.93430001296222
"2006_2012","Life Sciences & Biomedicine - Other Topics","S_n",11.7163701332441
"2006_2012","Limnology","S_n",11.10690349213
"2006_2012","Literature","S_n",1
"2006_2012","Management","S_n",11.984308902594
"2006_2012","Marine & Freshwater Biology","S_n",11.4633735653876
"2006_2012","Materials Science","S_n",11.8212062826777
"2006_2012","Mathematical & Computational Biology","S_n",11.3929209831762
"2006_2012","Mathematical Methods In Social Sciences","S_n",2.33333325386047
"2006_2012","Mathematics","S_n",11.5001819435297
"2006_2012","Mechanics","S_n",18.1983734981342
"2006_2012","Medical Subscience","S_n",12.9234141477207
"2006_2012","Medicine, General & Internal","S_n",7.43504453507895
"2006_2012","Medicine, Legal","S_n",6.93430001296222
"2006_2012","Medicine, Research & Experimental","S_n",8.56991213591135
"2006_2012","Meteorology & Atmospheric Sciences","S_n",10.8082724320982
"2006_2012","Microbiology","S_n",11.7230062804309
"2006_2012","Microscopy","S_n",14.288250810953
"2006_2012","Mineralogy","S_n",2.33333325386047
"2006_2012","Mining & Mineral Processing","S_n",2.49999999999469
"2006_2012","Multidisciplinary Sciences","S_n",11.322915923894
"2006_2012","Mycology","S_n",10.5922478354385
"2006_2012","Nanoscience & Nanotechnology","S_n",11.554993764115
"2006_2012","Neurosciences","S_n",12.2325907107066
"2006_2012","Nuclear Science & Technology","S_n",1
"2006_2012","Nutrition & Dietetics","S_n",11.284595959596
"2006_2012","Obstetrics & Gynecology","S_n",12.3903407727339
"2006_2012","Oceanography","S_n",11.0553679521898
"2006_2012","Oncology","S_n",10.2698317571392
"2006_2012","Operations Research & Management Science","S_n",13.8649262072562
"2006_2012","Optics","S_n",12.0286303894751
"2006_2012","Ornithology","S_n",11.0356562403962
"2006_2012","Orthopedics","S_n",2.49999999999469
"2006_2012","Paleontology","S_n",10.3635428349306
"2006_2012","Parasitology","S_n",11.8872695554792
"2006_2012","Pathology","S_n",10.1295754056411
"2006_2012","Pediatrics","S_n",11.2561646009929
"2006_2012","Peripheral Vascular Disease","S_n",4.4964323865687
"2006_2012","Pharmacology & Pharmacy","S_n",10.4481357735117
"2006_2012","Philosophy","S_n",2.49999999999469
"2006_2012","Physical Geography","S_n",11.9124146376701
"2006_2012","Physics","S_n",12.0780339162692
"2006_2012","Physiology","S_n",11.2772747511807
"2006_2012","Planning & Development","S_n",8.34483940563236
"2006_2012","Plant Sciences","S_n",12.5365629861919
"2006_2012","Political Science","S_n",9.55124120215648
"2006_2012","Polymer Science","S_n",8.85148066063865
"2006_2012","Psychiatry","S_n",15.6079482181254
"2006_2012","Psychology","S_n",10.1672264054077
"2006_2012","Public Administration","S_n",7.85560443659268
"2006_2012","Public, Environmental & Occupational Health","S_n",11.552543671672
"2006_2012","Radiology, Nuclear Medicine & Medical Imaging","S_n",4.4964323865687
"2006_2012","Remote Sensing","S_n",11.8550964133282
"2006_2012","Reproductive Biology","S_n",12.2269757647158
"2006_2012","Research & Experimental Medicine","S_n",8.56991213591135
"2006_2012","Respiratory System","S_n",11.8014195133886
"2006_2012","Robotics","S_n",10
"2006_2012","Science & Technology - Other Topics","S_n",11.3483004282268
"2006_2012","Social Sciences","S_n",7.36215317285874
"2006_2012","Sociology","S_n",8.51258548881527
"2006_2012","Soil Science","S_n",10.7121479418365
"2006_2012","Spectroscopy","S_n",4.4964323865687
"2006_2012","Sport Sciences","S_n",4.83193893750096
"2006_2012","Statistics & Probability","S_n",11.200665136418
"2006_2012","Substance Abuse","S_n",1
"2006_2012","Surgery","S_n",9.13841954599743
"2006_2012","Telecommunications","S_n",10.6820684799689
"2006_2012","Thermodynamics","S_n",6.42174784008623
"2006_2012","Toxicology","S_n",11.5709749336648
"2006_2012","Transplantation","S_n",10.5766133944896
"2006_2012","Transportation","S_n",4.99973268563571
"2006_2012","Tropical Medicine","S_n",11.1100402047697
"2006_2012","Urban Studies","S_n",8.45905226223971
"2006_2012","Veterinary Sciences","S_n",11.1127409799835
"2006_2012","Virology","S_n",9.88066260807803
"2006_2012","Water Resources","S_n",11.4107388202193
"2006_2012","Women's Studies","S_n",2.49999999999469
"2006_2012","Zoology","S_n",11.1445505666402
