"Observed","Estimator","Est_s.e.","95% Lower","95% Upper","ResArea_Orig","TimeWindow","Order"
7.578,8.088,0.676,7.578,9.413,"Urban Studies","2006_2012",1
12.911,13.737,0.947,12.911,15.592,"Veterinary Sciences","2006_2012",1
10.988,11.282,0.497,10.988,12.255,"Virology","2006_2012",1
13.587,14.449,0.931,13.587,16.274,"Water Resources","2006_2012",1
2,3.375,1.124,2,5.578,"Women's Studies","2006_2012",1
13.87,14.019,0.318,13.87,14.642,"Zoology","2006_2012",1
1,1,0,1,1,"Acoustics","2006_2012",2
11.809,11.877,0.39,11.809,12.641,"Agriculture","2006_2012",2
12.804,12.94,0.572,12.804,14.061,"Agronomy","2006_2012",2
9.966,22.667,26.915,9.966,75.418,"Allergy","2006_2012",2
8.32,9.455,1.465,8.32,12.325,"Anatomy & Morphology","2006_2012",2
8.512,8.765,0.813,8.512,10.358,"Anthropology","2006_2012",2
8.503,10.742,1.606,8.503,13.89,"Archaeology","2006_2012",2
2.667,6,1.793,2.667,9.514,"Architecture","2006_2012",2
1.6,2,0.667,1.6,3.308,"Area Studies","2006_2012",2
2.667,3.143,0.728,2.667,4.569,"Astronomy & Astrophysics","2006_2012",2
7.84,8.953,1.743,7.84,12.37,"Automation & Control Systems","2006_2012",2
9.018,9.611,1.365,9.018,12.286,"Behavioral Sciences","2006_2012",2
8.033,8.178,0.634,8.033,9.42,"Biochemical Research Methods","2006_2012",2
12.242,12.281,0.285,12.242,12.839,"Biochemistry & Molecular Biology","2006_2012",2
9.555,9.581,0.209,9.555,9.99,"Biodiversity Conservation","2006_2012",2
10.099,10.173,0.383,10.099,10.923,"Biology","2006_2012",2
3.522,5.143,2.945,3.522,10.915,"Biomedical Social Sciences","2006_2012",2
8.972,9.469,1.002,8.972,11.433,"Biophysics","2006_2012",2
8.946,8.975,0.272,8.946,9.509,"Biotechnology & Applied Microbiology","2006_2012",2
4.028,4.089,0.36,4.028,4.794,"Business","2006_2012",2
2.571,3.75,1.766,2.571,7.211,"Cardiology","2006_2012",2
8.906,9.05,0.55,8.906,10.128,"Cell Biology","2006_2012",2
3,3,0.559,3,4.096,"Cell & Tissue Engineering","2006_2012",2
6.746,6.795,0.372,6.746,7.524,"Chemistry","2006_2012",2
2,2,0.473,2,2.927,"Clinical Neurology","2006_2012",2
2.667,6,1.798,2.667,9.525,"Communication","2006_2012",2
11.209,11.406,0.491,11.209,12.368,"Computer Science","2006_2012",2
3,5,2.171,3,9.256,"Construction & Building Technology","2006_2012",2
6.914,9.625,2.566,6.914,14.654,"Crystallography","2006_2012",2
2,2,0.48,2,2.94,"Cultural Studies","2006_2012",2
1.28,1.333,0.326,1.28,1.973,"Demography","2006_2012",2
5.488,8.077,3.947,5.488,15.814,"Dentistry, Oral Surgery & Medicine","2006_2012",2
2.273,3.333,2.216,2.273,7.676,"Dermatology","2006_2012",2
9.117,9.611,0.952,9.117,11.476,"Developmental Biology","2006_2012",2
9.658,9.666,0.135,9.658,9.931,"Ecology","2006_2012",2
3.651,3.704,0.366,3.651,4.421,"Economics","2006_2012",2
3.903,5.5,1.641,3.903,8.716,"Education","2006_2012",2
4.333,6,3.204,4.333,12.279,"Electrochemistry","2006_2012",2
4.976,5.8,1.807,4.976,9.341,"Endocrinology & Metabolism","2006_2012",2
5.372,5.66,0.829,5.372,7.284,"Energy & Fuels","2006_2012",2
9.748,9.934,0.679,9.748,11.265,"Engineering","2006_2012",2
9.949,10.042,0.408,9.949,10.842,"Entomology","2006_2012",2
4.503,4.525,0.234,4.503,4.984,"Environmental Studies","2006_2012",2
1,1,0,1,1,"Ergonomics","2006_2012",2
3.189,3.9,0.845,3.189,5.557,"Ethics","2006_2012",2
1,1,0,1,1,"Ethnic Studies","2006_2012",2
13.215,13.267,0.289,13.215,13.834,"Evolutionary Biology","2006_2012",2
10.74,10.882,0.505,10.74,11.872,"Fisheries","2006_2012",2
1,1,0,1,1,"Folklore","2006_2012",2
7.754,7.929,0.717,7.754,9.334,"Food Science & Technology","2006_2012",2
8.452,8.494,0.312,8.452,9.106,"Forestry","2006_2012",2
9.195,10.26,1.531,9.195,13.26,"Gastroenterology & Hepatology","2006_2012",2
3.571,10,3.106,3.912,16.088,"General & Internal Medicine","2006_2012",2
14.354,14.406,0.308,14.354,15.01,"Genetics & Heredity","2006_2012",2
4.571,9.333,7.157,4.571,23.362,"Geochemistry & Geophysics","2006_2012",2
9.043,9.111,0.471,9.043,10.033,"Geography","2006_2012",2
9.209,9.288,0.415,9.209,10.103,"Geology","2006_2012",2
9.093,9.182,0.436,9.093,10.036,"Geosciences, Multidisciplinary","2006_2012",2
1,1,0,1,1,"Geriatrics & Gerontology","2006_2012",2
4.153,4.577,0.956,4.153,6.45,"Government & Law","2006_2012",2
5.444,21,6.35,8.554,33.446,"Health Care Sciences & Services","2006_2012",2
4.5,15,4.723,5.743,24.257,"Health Policy & Services","2006_2012",2
5.786,8.053,3.619,5.786,15.145,"Hematology","2006_2012",2
4.934,5.347,1.191,4.934,7.681,"History","2006_2012",2
11.889,12.163,0.82,11.889,13.771,"Horticulture","2006_2012",2
2.667,6,1.905,2.667,9.733,"Hospitality, Leisure, Sport & Tourism","2006_2012",2
2.273,3.333,2.073,2.273,7.397,"Humanities, Multidisciplinary","2006_2012",2
9.815,10.754,1.629,9.815,13.947,"Imaging Science & Photographic Technology","2006_2012",2
8.281,8.353,0.362,8.281,9.062,"Immunology","2006_2012",2
8.131,8.225,0.431,8.131,9.07,"Infectious Diseases","2006_2012",2
6.4,28,9.196,9.977,46.023,"Information Science & Library Science","2006_2012",2
6.081,9.545,2.968,6.081,15.362,"Instruments & Instrumentation","2006_2012",2
5.083,5.777,1.138,5.083,8.008,"Integrative & Complementary Medicine","2006_2012",2
3.789,4.312,0.972,3.789,6.218,"International Relations","2006_2012",2
4.214,4.808,1.106,4.214,6.975,"Law","2006_2012",2
3.522,4.135,1.25,3.522,6.585,"Legal Medicine","2006_2012",2
10.099,10.173,0.386,10.099,10.929,"Life Sciences & Biomedicine - Other Topics","2006_2012",2
7.393,7.529,0.655,7.393,8.812,"Limnology","2006_2012",2
1,1,0,1,1,"Literature","2006_2012",2
4.57,5.7,2.858,4.57,11.303,"Management","2006_2012",2
9.374,9.398,0.242,9.374,9.872,"Marine & Freshwater Biology","2006_2012",2
10.047,11.514,1.499,10.047,14.452,"Materials Science","2006_2012",2
8.392,8.618,0.766,8.392,10.12,"Mathematical & Computational Biology","2006_2012",2
1.8,3,0.885,1.8,4.734,"Mathematical Methods In Social Sciences","2006_2012",2
9.256,9.788,1.071,9.256,11.888,"Mathematics","2006_2012",2
7,7,6.642,7,20.018,"Mechanics","2006_2012",2
6.452,9.048,4.662,6.452,18.186,"Medical Subscience","2006_2012",2
3.571,10,3.163,3.801,16.199,"Medicine, General & Internal","2006_2012",2
3.522,4.135,1.149,3.522,6.387,"Medicine, Legal","2006_2012",2
6.387,6.945,0.886,6.387,8.681,"Medicine, Research & Experimental","2006_2012",2
8.336,9.05,1.095,8.336,11.196,"Meteorology & Atmospheric Sciences","2006_2012",2
8.43,8.446,0.22,8.43,8.877,"Microbiology","2006_2012",2
8.167,18.2,7.834,8.167,33.554,"Microscopy","2006_2012",2
1.8,3,0.923,1.8,4.809,"Mineralogy","2006_2012",2
2,2,0.455,2,2.892,"Mining & Mineral Processing","2006_2012",2
9.099,9.167,0.363,9.099,9.878,"Multidisciplinary Sciences","2006_2012",2
7.108,7.191,0.529,7.108,8.227,"Mycology","2006_2012",2
7.51,9.429,2.501,7.51,14.331,"Nanoscience & Nanotechnology","2006_2012",2
10.36,11.261,1.551,10.36,14.301,"Neurosciences","2006_2012",2
1,1,0,1,1,"Nuclear Science & Technology","2006_2012",2
5.538,6.9,2.507,5.538,11.814,"Nutrition & Dietetics","2006_2012",2
5.556,11.25,9.284,5.556,29.446,"Obstetrics & Gynecology","2006_2012",2
8.402,8.47,0.423,8.402,9.299,"Oceanography","2006_2012",2
7.995,8.571,0.981,7.995,10.494,"Oncology","2006_2012",2
9.89,13.019,3.622,9.89,20.117,"Operations Research & Management Science","2006_2012",2
5.818,8.571,5.44,5.818,19.234,"Optics","2006_2012",2
10.037,10.37,0.605,10.037,11.555,"Ornithology","2006_2012",2
2,2,0.468,2,2.917,"Orthopedics","2006_2012",2
7.552,7.639,0.459,7.552,8.538,"Paleontology","2006_2012",2
10.201,10.401,0.661,10.201,11.696,"Parasitology","2006_2012",2
7.562,8.179,1.013,7.562,10.164,"Pathology","2006_2012",2
4.235,6,5.522,4.235,16.822,"Pediatrics","2006_2012",2
2.667,6,1.841,2.667,9.608,"Peripheral Vascular Disease","2006_2012",2
6.215,6.313,0.572,6.215,7.433,"Pharmacology & Pharmacy","2006_2012",2
2,2,0.466,2,2.913,"Philosophy","2006_2012",2
9.539,9.624,0.514,9.539,10.632,"Physical Geography","2006_2012",2
10.293,13.875,2.345,10.293,18.471,"Physics","2006_2012",2
9.408,10.143,1.207,9.408,12.509,"Physiology","2006_2012",2
4.318,4.67,1.012,4.318,6.653,"Planning & Development","2006_2012",2
11.567,11.595,0.257,11.567,12.099,"Plant Sciences","2006_2012",2
4.545,7.5,3.187,4.545,13.747,"Political Science","2006_2012",2
2.793,3.6,2.097,2.793,7.71,"Polymer Science","2006_2012",2
6.4,28,9.054,10.254,45.746,"Psychiatry","2006_2012",2
7.42,9.358,1.475,7.42,12.249,"Psychology","2006_2012",2
4.258,4.475,0.691,4.258,5.829,"Public Administration","2006_2012",2
8.998,9.36,0.867,8.998,11.059,"Public, Environmental & Occupational Health","2006_2012",2
2.667,6,1.864,2.667,9.653,"Radiology, Nuclear Medicine & Medical Imaging","2006_2012",2
9.236,9.826,1.283,9.236,12.341,"Remote Sensing","2006_2012",2
10.314,12.372,1.844,10.314,15.987,"Reproductive Biology","2006_2012",2
6.387,6.945,0.866,6.387,8.642,"Research & Experimental Medicine","2006_2012",2
4.84,7.857,7.953,4.84,23.446,"Respiratory System","2006_2012",2
5.841,7.317,2.273,5.841,11.772,"Robotics","2006_2012",2
9.139,9.206,0.386,9.139,9.962,"Science & Technology - Other Topics","2006_2012",2
4.355,4.676,0.828,4.355,6.299,"Social Sciences","2006_2012",2
5.22,5.471,0.7,5.22,6.842,"Sociology","2006_2012",2
7.514,7.719,0.729,7.514,9.148,"Soil Science","2006_2012",2
2.667,6,1.82,2.667,9.566,"Spectroscopy","2006_2012",2
3.6,7.5,2.918,3.6,13.219,"Sport Sciences","2006_2012",2
7.792,8.535,1.353,7.792,11.187,"Statistics & Probability","2006_2012",2
1,1,0,1,1,"Substance Abuse","2006_2012",2
5.333,14,6.173,5.333,26.099,"Surgery","2006_2012",2
7.624,9.403,1.736,7.624,12.806,"Telecommunications","2006_2012",2
3,5,2.26,3,9.429,"Thermodynamics","2006_2012",2
9.824,10.343,0.907,9.824,12.121,"Toxicology","2006_2012",2
4.5,15,4.623,5.939,24.061,"Transplantation","2006_2012",2
3,3,0.544,3,4.066,"Transportation","2006_2012",2
7.552,7.848,0.827,7.552,9.47,"Tropical Medicine","2006_2012",2
5.469,5.673,0.628,5.469,6.904,"Urban Studies","2006_2012",2
8.317,8.547,0.732,8.317,9.983,"Veterinary Sciences","2006_2012",2
7.407,7.461,0.316,7.407,8.08,"Virology","2006_2012",2
8.745,8.977,0.751,8.745,10.449,"Water Resources","2006_2012",2
2,2,0.468,2,2.917,"Women's Studies","2006_2012",2
9.893,9.935,0.263,9.893,10.451,"Zoology","2006_2012",2
